x,y
230.09637641906738,209.11848068237305
227.31613159179688,209.1318359375
224.53588676452637,209.14520835876465
221.75564193725586,209.1585636138916
218.97539710998535,209.17191886901855
216.19944381713867,209.08026885986328
213.42065811157227,209.05687141418457
210.65768241882324,209.35142517089844
207.95066833496094,209.97759437561035
205.34138107299805,210.9324779510498
202.86659049987793,212.19585418701172
200.5522346496582,213.7339572906494
198.41240692138672,215.5072021484375
196.45090103149414,217.47624397277832
194.66440391540527,219.60565185546875
193.04591178894043,221.86548805236816
191.5870132446289,224.23163414001465
190.27984619140625,226.68498420715332
189.11833381652832,229.21063804626465
188.0995922088623,231.79709434509277
187.2247200012207,234.43578720092773
186.5026092529297,237.1202449798584
185.94232368469238,239.8426399230957
184.8912410736084,242.39460945129395
182.17918014526367,242.32982444763184
179.54299354553223,241.4591236114502
176.97548866271973,240.41363716125488
174.21551704406738,240.1864948272705
171.50726699829102,240.77714729309082
168.8544635772705,241.60944747924805
166.20166015625,242.44173049926758
163.54889965057373,243.2740135192871
160.89609622955322,244.10629653930664
158.24333572387695,244.93857955932617
155.59053230285645,245.7708625793457
152.93776321411133,246.60314559936523
150.28496837615967,247.43542861938477
147.6322078704834,248.2677116394043
144.9794044494629,249.10001182556152
142.32660102844238,249.93229484558105
139.6738405227661,250.7645778656006
137.02104568481445,251.59686088562012
134.36827659606934,252.42914390563965
131.71547317504883,253.26142692565918
129.0627040863037,254.0937099456787
126.40990924835205,254.92601013183594
123.75711441040039,255.75829315185547
121.10434532165527,256.590576171875
118.45154190063477,257.42285919189453
115.7987813949585,258.25514221191406
113.14598655700684,259.0874252319336
110.49321746826172,259.9197082519531
107.84041404724121,260.75199127197266
105.18765354156494,261.5842742919922
102.53485870361328,262.4165744781494
99.88205528259277,263.24885749816895
97.22928619384766,264.0811405181885
94.576491355896,264.913423538208
91.92372226715088,265.74570655822754
89.27092742919922,266.57798957824707
86.6181583404541,267.4102725982666
83.96535921096802,268.2425727844238
81.3141393661499,269.0795249938965
78.88423824310303,270.4063472747803
76.98702812194824,272.423059463501
75.80636692047119,274.9274444580078
75.34356784820557,277.6656322479248
75.01543712615967,280.4264278411865
74.73434162139893,283.1924591064453
74.49957752227783,285.96274757385254
74.31069421768188,288.7366065979004
74.1668119430542,291.5131092071533
74.06711530685425,294.2915859222412
74.01095628738403,297.07128143310547
73.99797010421753,299.8514575958252
74.02696371078491,302.63156509399414
74.09782981872559,305.4109001159668
74.20940971374512,308.1889305114746
74.36145448684692,310.96500396728516
74.55323028564453,313.73867416381836
74.78411483764648,316.5093231201172
75.05382490158081,319.2764701843262
75.36145067214966,322.03966903686523
75.70673036575317,324.7983703613281
76.08917045593262,327.55219650268555
76.50826025009155,330.30066680908203
76.96403408050537,333.0433349609375
77.45621299743652,335.7796516418457
77.98427772521973,338.5093078613281
78.54841709136963,341.2317886352539
79.14881992340088,343.94637298583984
79.78537034988403,346.6528205871582
80.45866060256958,349.3502731323242
81.16937303543091,352.03818130493164
81.91846036911011,354.7156181335449
82.70781946182251,357.3814506530762
83.5399866104126,360.0342712402344
84.42073822021484,362.6712646484375
85.3621678352356,365.28724670410156
86.76150846481323,367.67725372314453
88.82812261581421,369.51928329467773
91.36026096343994,370.6469612121582
94.10567569732666,370.9941635131836
96.82009696960449,370.44762802124023
99.28219318389893,369.1664161682129
101.68111801147461,367.76099014282227
104.0800085067749,366.35559844970703
106.47892475128174,364.9501724243164
108.87781524658203,363.5447463989258
111.27673149108887,362.13932037353516
113.67562198638916,360.73389434814453
116.07454681396484,359.3284683227539
118.47342872619629,357.9230766296387
120.87235355377197,356.51761627197266
123.27127838134766,355.11219024658203
125.67019462585449,353.7067642211914
128.0690507888794,352.3013725280762
130.46797561645508,350.89594650268555
132.8668918609619,349.4905204772949
135.26580810546875,348.0850944519043
137.6646728515625,346.67970275878906
140.06358909606934,345.27427673339844
142.46250534057617,343.8688507080078
144.86143016815186,342.4633903503418
147.26035499572754,341.0579643249512
149.65921115875244,339.65257263183594
152.05812740325928,338.2471466064453
154.45705223083496,336.8417205810547
156.8559684753418,335.43629455566406
159.25488471984863,334.03086853027344
161.65374946594238,332.6254768371582
164.05266571044922,331.2200508117676
166.45158195495605,329.81459045410156
168.8504981994629,328.40916442871094
171.24936294555664,327.0037727355957
173.64829635620117,325.5983467102051
176.047212600708,324.19292068481445
178.44612884521484,322.7874946594238
180.84504508972168,321.3820686340332
183.24390983581543,319.97667694091797
185.64282608032227,318.57125091552734
188.08510398864746,317.827579498291
190.6469612121582,318.90784454345703
193.20873260498047,319.98807525634766
195.7705898284912,321.0683403015137
198.33244705200195,322.1486053466797
200.894287109375,323.2288703918457
203.45614433288574,324.3091354370117
206.0179328918457,325.38936614990234
208.57977294921875,326.46963119506836
211.18059730529785,327.4415092468262
213.94048309326172,327.66645431518555
216.6387939453125,327.04322052001953
219.02081871032715,325.63144302368164
220.84127044677734,323.5437660217285
221.95756721496582,321.0091857910156
222.25740814208984,318.2561836242676
221.8935031890869,315.50122451782227
221.5793285369873,312.73891830444336
221.35699272155762,309.9676856994629
221.21561241149902,307.1910457611084
221.15250968933105,304.4115905761719
221.16789054870605,301.63144874572754
221.2650852203369,298.85298919677734
221.44871139526367,296.07888984680176
221.72556686401367,293.31254959106445
222.10437202453613,290.5584144592285
222.5952205657959,287.82202911376953
223.21060943603516,285.1109981536865
223.96622848510742,282.43575859069824
224.87972450256348,279.81036949157715
225.9712677001953,277.2540225982666
227.26279640197754,274.79286193847656
228.77595710754395,272.461820602417
230.54216384887695,270.3165683746338
232.54500579833984,268.3906478881836
234.76800346374512,266.7239189147949
236.0032958984375,267.30224609375
236.0032958984375,270.0825424194336
236.0032958984375,272.8627700805664
236.0032958984375,275.64306640625
236.0032958984375,278.4233627319336
236.0032958984375,281.2036590576172
236.0032958984375,283.9839553833008
236.0032958984375,286.7641830444336
236.0032958984375,289.5444793701172
236.10309982299805,292.32192611694336
236.48492622375488,295.0746021270752
237.15078353881836,297.77268981933594
238.09308433532715,300.38695526123047
239.30056762695312,302.8899841308594
240.75865936279297,305.25585556030273
242.4503993988037,307.4606399536133
244.3572998046875,309.48226165771484
246.45941352844238,311.3000183105469
248.73550605773926,312.89454650878906
251.16274642944336,314.2479934692383
253.71644973754883,315.3442916870117
256.369836807251,316.17005157470703
259.0947723388672,316.7157974243164
261.86162757873535,316.9758644104004
264.64156341552734,317
267.42179107666016,317
270.20208740234375,317
272.98238372802734,317
275.76268005371094,317
278.54297637939453,317
281.32320404052734,317
284.10350036621094,317
286.88379669189453,317
289.6640930175781,317
292.44432067871094,317
295.22461700439453,317
298.0049133300781,317
300.7839050292969,316.9413604736328
303.54377365112305,316.61527252197266
306.25478744506836,316.0045700073242
308.8877296447754,315.115535736084
311.4146194458008,313.95874404907227
313.8091926574707,312.54833984375
316.0471420288086,310.9008026123047
318.10618591308594,309.03436279296875
319.9652442932129,306.9686584472656
321.6048164367676,304.72475242614746
323.0066375732422,302.3250980377197
324.1543312072754,299.79417419433594
325.0338897705078,297.15807342529297
325.6349105834961,294.4447765350342
325.950870513916,291.6837921142578
326.0032958984375,288.9045944213867
326.0032958984375,286.1243667602539
326.0032958984375,283.3440704345703
326.0032958984375,280.5637741088867
326.0032958984375,277.7834777832031
326.0032958984375,275.0032501220703
326.0032958984375,272.2229537963867
326.0032958984375,269.4426574707031
326.0032958984375,266.66236114501953
326.0032958984375,263.88206481933594
327.9014587402344,263
330.68175506591797,263
333.46205139160156,263
336.24234771728516,263
339.02257537841797,263
341.80287170410156,263
344.58316802978516,263
347.36346435546875,263
350.14376068115234,263
352.92398834228516,263
355.70428466796875,263
358.48458099365234,263
361.26487731933594,263
364.04510498046875,263
366.82540130615234,263
369.60569763183594,263
372.38599395751953,263
375.1662902832031,263
377.94651794433594,263
380.72599029541016,262.97088623046875
383.4181213378906,262.32308769226074
385.7842330932617,260.8840847015381
387.6072082519531,258.79930877685547
388.71373748779297,256.2609348297119
389.0032958984375,253.50534057617188
389.0032958984375,250.72504425048828
389.0032958984375,247.9447479248047
389.0032958984375,245.16452026367188
389.0032958984375,242.38422393798828
389.0032958984375,239.6039276123047
389.0032958984375,236.8236312866211
389.0032958984375,234.04340362548828
389.0032958984375,231.2631072998047
389.0032958984375,228.4828109741211
390.3908348083496,227.0889377593994
393.1711311340332,227.08660316467285
395.951358795166,227.08428573608398
398.7316551208496,227.08196830749512
401.5119514465332,227.07965087890625
404.2922477722168,227.07733345031738
407.0724754333496,227.07501602172852
409.8527717590332,227.07269859313965
412.6330680847168,227.07038116455078
415.4133644104004,227.0680637359619
418.193660736084,227.06574630737305
420.9738883972168,227.06341171264648
423.7541847229004,227.06109428405762
426.534481048584,227.05877685546875
429.3147773742676,227.05645942687988
432.0950736999512,227.05414199829102
434.875301361084,227.05182456970215
437.6555976867676,227.04950714111328
440.4358940124512,227.0471897125244
443.2161560058594,227.04487228393555
445.9963836669922,227.04255485534668
448.7766799926758,227.04022026062012
451.5569763183594,227.03790283203125
454.33727264404297,227.03558540344238
457.11756896972656,227.03326797485352
459.8977966308594,227.03095054626465
462.67809295654297,227.02863311767578
465.45838928222656,227.0263156890869
468.23868560791016,227.02399826049805
471.01891326904297,227.02168083190918
473.79920959472656,227.0193634033203
476.57950592041016,227.01702880859375
479.35980224609375,227.01471138000488
482.14009857177734,227.01239395141602
484.92032623291016,227.01007652282715
487.70062255859375,227.00775909423828
490.48091888427734,227.0054416656494
493.26121520996094,227.00312423706055
496.04144287109375,227.00080680847168
498.8093452453613,226.81666564941406
501.401912689209,225.84406661987305
503.5775833129883,224.13043975830078
505.13661193847656,221.84166145324707
505.9245719909668,219.18717575073242
505.86325454711914,216.4187240600586
504.9573631286621,213.80203819274902
503.29901123046875,211.5840015411377
501.050350189209,209.96762084960938
498.4168243408203,209.11185455322266
307.90059089660645,291.3556270599365
307.06228256225586,293.9945602416992
305.46021842956543,296.2537097930908
303.25306510925293,297.9262580871582
300.642370223999,298.8491954803467
297.8714294433594,299
295.09120178222656,299
292.3108367919922,299
289.5306091308594,299
286.750244140625,299
283.9700164794922,299
281.1897888183594,299
278.409423828125,299
275.6291961669922,299
272.8489685058594,299
270.068603515625,299
267.2883758544922,299
264.5080108642578,299
261.73204040527344,298.90974044799805
259.0852966308594,298.0966320037842
256.811092376709,296.5160598754883
255.11794471740723,294.3246479034424
254.17003059387207,291.72284507751465
254.0032958984375,288.9534149169922
254.0032958984375,286.1731872558594
254.0032958984375,283.392822265625
254.0032958984375,280.6125946044922
254.0032958984375,277.8322296142578
254.0032958984375,275.052001953125
254.0032958984375,272.2717742919922
254.0032958984375,269.4914093017578
254.0032958984375,266.711181640625
254.0032958984375,263.9308166503906
255.8527069091797,263
256.916166305542,265.41678619384766
257.9631977081299,267.9920845031738
259.14692306518555,270.5073184967041
260.4687843322754,272.952823638916
261.93048095703125,275.3174934387207
263.53269958496094,277.58891677856445
265.27616119384766,279.7542533874512
267.15882301330566,281.79922103881836
269.1768913269043,283.7107734680176
271.324254989624,285.4759330749512
273.59173011779785,287.08361053466797
275.96848487854004,288.5253086090088
278.50886726379395,289.636266708374
281.2541446685791,289.9963436126709
283.976110458374,289.48707580566406
286.41759872436523,288.1795825958252
288.3556728363037,286.20113372802734
289.59182357788086,283.7245407104492
290.002986907959,280.9861640930176
289.56398010253906,278.25177001953125
288.32333183288574,275.77577781677246
286.395076751709,273.78795623779297
284.0113525390625,272.36311531066895
281.736873626709,270.768346786499
279.70119285583496,268.8773593902588
277.911657333374,266.7517623901367
276.35300636291504,264.45067596435547
276.61741638183594,263
279.39764404296875,263
282.1780090332031,263
284.95823669433594,263
287.73846435546875,263
290.5188293457031,263
293.29905700683594,263
296.0794219970703,263
298.8596496582031,263
301.63987731933594,263
304.4202423095703,263
307.2004699707031,263
308.0032958984375,264.97740173339844
308.0032958984375,267.7577667236328
308.0032958984375,270.5379943847656
308.0032958984375,273.318359375
308.0032958984375,276.0985870361328
308.0032958984375,278.8788146972656
308.0032958984375,281.6591796875
308.0032958984375,284.4394073486328
308.0032958984375,287.2197723388672
