x,y
308.6015625,68.96484375
305.02630615234375,69.25354385375977
301.5697937011719,70.20047760009766
298.5603332519531,72.11068344116211
297.5234375,75.41685485839844
297.5234375,79.00782775878906
297.5234375,82.59879684448242
297.5234375,86.18976593017578
297.5234375,89.7807388305664
297.5234375,93.3717041015625
297.5234375,96.96267700195312
297.5234375,100.55364990234375
297.5234375,104.14462280273438
297.5234375,107.735595703125
297.5234375,111.32656860351562
297.5234375,114.91753387451172
296.6399230957031,117.62500762939453
293.0489501953125,117.62500762939453
289.4580078125,117.62500762939453
285.86700439453125,117.62500762939453
282.27606201171875,117.62500762939453
278.68505859375,117.62500762939453
275.0941162109375,117.625
271.5031433105469,117.625
267.91217041015625,117.625
264.3211975097656,117.625
260.730224609375,117.625
257.1392517089844,117.625
253.54827880859375,117.625
249.95730590820312,117.625
246.3663330078125,117.625
242.77536010742188,117.625
239.18438720703125,117.625
235.59341430664062,117.625
232.0024871826172,117.63055419921875
228.4166717529297,117.80806732177734
224.8524627685547,118.23929595947266
221.32847595214844,118.92539978027344
217.86355590820312,119.86544036865234
214.4768524169922,121.05677795410156
211.1874237060547,122.49508666992188
208.0142364501953,124.17435455322266
204.97607421875,126.08702087402344
202.09156799316406,128.22435760498047
199.3791961669922,130.57630920410156
196.85726928710938,133.13137817382812
194.54373168945312,135.87652587890625
192.45608520507812,138.7970962524414
190.611083984375,141.87667846679688
189.02427673339844,145.0968780517578
187.70947265625,148.43734741210938
186.67808532714844,151.87588500976562
185.93841552734375,155.38876342773438
185.49566650390625,158.95126342773438
185.349609375,162.5382537841797
185.349609375,166.1292266845703
185.349609375,169.72019958496094
185.349609375,173.31117248535156
185.349609375,176.9021453857422
185.349609375,180.49310302734375
185.349609375,184.08407592773438
185.349609375,187.675048828125
185.349609375,191.26602172851562
185.349609375,194.85699462890625
185.349609375,198.44796752929688
185.349609375,202.0389404296875
185.349609375,205.62991333007812
185.349609375,209.2208709716797
185.349609375,212.8118438720703
185.349609375,216.40281677246094
185.349609375,219.99378967285156
185.349609375,223.5847625732422
185.44888305664062,227.17349243164062
185.84010314941406,230.74200439453125
186.52828979492188,234.26531982421875
187.50936889648438,237.71856689453125
188.77561950683594,241.0777130126953
190.3160858154297,244.32034301757812
192.1173553466797,247.42572021484375
194.16404724121094,250.37510681152344
196.43963623046875,253.1517791748047
198.9266815185547,255.7407684326172
201.6072998046875,258.1288146972656
204.46327209472656,260.3041687011719
207.47610473632812,262.2565155029297
210.6271514892578,263.97691345214844
213.89784240722656,265.4572448730469
217.26902770996094,266.69189453125
220.72174072265625,267.6756896972656
224.23687744140625,268.40594482421875
227.79542541503906,268.8813781738281
231.3787841796875,269.102783203125
233.47467041015625,270.1568908691406
232.3826141357422,273.57684326171875
231.55926513671875,277.0711975097656
231.01490783691406,280.6196594238281
230.75685119628906,284.20037841796875
230.78726196289062,287.79022216796875
231.1035614013672,291.36627197265625
231.7036590576172,294.90576171875
232.5816192626953,298.3867492675781
233.727783203125,301.7889404296875
235.12913513183594,305.09423828125
236.76988220214844,308.28753662109375
238.63327026367188,311.3563232421875
240.7020721435547,314.2906494140625
242.9590606689453,317.0828857421875
245.3874053955078,319.7275085449219
247.97113037109375,322.2205810546875
250.6951446533203,324.5596618652344
253.5457305908203,326.74273681640625
256.50978088378906,328.7691345214844
259.5755920410156,330.63812255859375
262.7318420410156,332.3499450683594
265.9683837890625,333.9046630859375
269.27565002441406,335.302734375
272.6446533203125,336.5447082519531
276.06695556640625,337.63128662109375
279.5345764160156,338.5630798339844
283.0400085449219,339.3408203125
286.5758972167969,339.96588134765625
290.1352844238281,340.4388427734375
293.7115173339844,340.76092529296875
297.29803466796875,340.9336853027344
300.8886413574219,340.95843505859375
304.4772644042969,340.83575439453125
308.05767822265625,340.5641784667969
311.6234436035156,340.14178466796875
315.16802978515625,339.5681457519531
318.6844787597656,338.84185791015625
322.1656799316406,337.9620666503906
325.6040954589844,336.92755126953125
328.991943359375,335.7379455566406
332.3209228515625,334.3924865722656
335.5823059082031,332.8905334472656
338.76666259765625,331.2315368652344
341.8641052246094,329.41546630859375
344.8637390136719,327.44207763671875
347.7537841796875,325.3115234375
350.52197265625,323.02484130859375
353.1546325683594,320.58343505859375
355.6368103027344,317.9892578125
357.9532165527344,315.2461242675781
360.0872497558594,312.35888671875
362.0218505859375,309.33453369140625
363.7394714355469,306.18182373046875
365.2228698730469,302.91253662109375
366.45654296875,299.541015625
367.4263916015625,296.0845031738281
368.1205749511719,292.562255859375
368.5325622558594,288.9959716796875
368.6595153808594,285.408203125
